id,created_at,color,roll
04lQmXVbln,2025-08-04 07:18:36,black,11
zokgZJ3n1y,2025-08-04 07:19:06,black,14
4J1mX434rj,2025-08-04 07:19:36,black,10
Jw1DPGW81E,2025-08-04 07:20:06,black,13
o5rVGP6x1K,2025-08-04 07:20:36,red,5
2O1BX68nlK,2025-08-04 07:21:06,black,11
4ekjRz3wk9,2025-08-04 07:21:36,black,10
YArwwb3Xrz,2025-08-04 07:22:06,black,10
pJ1ovR3xrd,2025-08-04 07:22:36,red,2
KV16xKdvlB,2025-08-04 07:23:06,red,3
96rX6P3NkO,2025-08-04 07:23:36,black,12
mDlZwN3qrj,2025-08-04 07:24:06,red,2
9YrJNG4LrK,2025-08-04 07:24:36,black,10
jxrM7RQjkQ,2025-08-04 07:25:06,red,7
LKl3WYbNlN,2025-08-04 07:25:37,black,8
Wplzmd3xkn,2025-08-04 07:26:07,black,10
yAlAVe0KrG,2025-08-04 07:26:37,red,1
3Ery2Y361j,2025-08-04 07:27:07,red,2
KRkb4J3ZrL,2025-08-04 07:27:37,red,1
GR1pDv3R15,2025-08-04 07:28:07,black,8
3elYeD3WlL,2025-08-04 07:28:37,black,12
OWld4J3Wl3,2025-08-04 07:29:07,black,11
AXlOXPm3rO,2025-08-04 07:29:37,red,2
M9rKazn0k6,2025-08-04 07:30:07,red,2
WG17a7OWlZ,2025-08-04 07:30:37,red,3
BylLPGvLlG,2025-08-04 07:31:07,black,8
gM19qe7P1A,2025-08-04 07:31:37,red,1
xmlNmxgekv,2025-08-04 07:32:07,red,1
7dlEPm2Jkv,2025-08-04 07:32:37,black,11
QqlPmXzOrz,2025-08-04 07:33:07,black,10
EV1eaJ331o,2025-08-04 07:33:37,red,6
Nz1xzp3dlp,2025-08-04 07:34:07,red,1
V5k0Xy6DkY,2025-08-04 07:34:38,red,4
vRl8RLKJ1K,2025-08-04 07:35:08,black,12
3V1qwD3nlB,2025-08-04 07:35:38,black,11
MerWen3bkX,2025-08-04 07:36:08,red,3
N8r2opPq1b,2025-08-04 07:36:38,red,1
Y8kG73jbkZ,2025-08-04 07:37:08,red,1
DV1aeMGz1e,2025-08-04 07:37:38,red,7
JblRmPOakO,2025-08-04 07:38:08,white,0
AKl5RO0Gr9,2025-08-04 07:38:38,black,13
O2l46dxg1n,2025-08-04 07:39:08,red,1
8LknaXjZ13,2025-08-04 07:39:38,red,6
eRlv8yp81j,2025-08-04 07:40:08,red,5
04lQmXdbln,2025-08-04 07:40:38,white,0
zokgZJvn1y,2025-08-04 07:41:08,black,8
4J1mX4B4rj,2025-08-04 07:41:38,black,13
Jw1DPGD81E,2025-08-04 07:42:08,black,11
o5rVGP9x1K,2025-08-04 07:42:38,red,4
2O1BX6gnlK,2025-08-04 07:43:08,red,5
4ekjRzmwk9,2025-08-04 07:43:38,red,4
YArwwbYXrz,2025-08-04 07:44:09,black,9
pJ1ovRwxrd,2025-08-04 07:44:39,red,1
KV16xK8vlB,2025-08-04 07:45:09,red,1
96rX6PENkO,2025-08-04 07:45:39,black,11
mDlZwNeqrj,2025-08-04 07:46:09,black,13
9YrJNG6LrK,2025-08-04 07:46:39,black,13
jxrM7RyjkQ,2025-08-04 07:47:09,red,4
LKl3WYeNlN,2025-08-04 07:47:39,red,2
WplzmdKxkn,2025-08-04 07:48:09,black,10
yAlAVeQKrG,2025-08-04 07:48:39,red,2
3Ery2YO61j,2025-08-04 07:49:09,black,13
KRkb4JaZrL,2025-08-04 07:49:39,black,9
GR1pDvoR15,2025-08-04 07:50:09,black,11
3elYeDPWlL,2025-08-04 07:50:39,white,0
OWld4J5Wl3,2025-08-04 07:51:09,black,11
AXlOXPp3rO,2025-08-04 07:51:39,black,13
M9rKazX0k6,2025-08-04 07:52:09,black,13
WG17a7qWlZ,2025-08-04 07:52:39,black,13
BylLPGALlG,2025-08-04 07:53:10,black,12
gM19qe2P1A,2025-08-04 07:53:40,red,3
xmlNmxbekv,2025-08-04 07:54:10,red,4
yAlAVeQJrG,2025-08-04 07:54:40,red,6
3Ery2YO91j,2025-08-04 07:55:10,red,1
KRkb4Ja3rL,2025-08-04 07:55:40,red,3
GR1pDvoo15,2025-08-04 07:56:10,black,13
3elYeDPMlL,2025-08-04 07:56:40,black,11
OWld4J5bl3,2025-08-04 07:57:10,black,12
AXlOXPpjrO,2025-08-04 07:57:40,red,4
M9rKazXGk6,2025-08-04 07:58:10,black,9
WG17a7XQlZ,2025-08-04 07:58:40,red,6
BylLPGMzlG,2025-08-04 07:59:10,red,2
gM19qeMD1A,2025-08-04 07:59:40,black,13
xmlNmxMdkv,2025-08-04 08:00:10,red,3
7dlEPmMzkv,2025-08-04 08:00:40,black,13
QqlPmXM6rz,2025-08-04 08:01:10,black,13
EV1eaJYA1o,2025-08-04 08:01:40,red,2
Nz1xzpRzlp,2025-08-04 08:02:11,black,9
V5k0XyDxkY,2025-08-04 08:02:41,red,4
vRl8RLZ51K,2025-08-04 08:03:11,red,2
3V1qwD0DlB,2025-08-04 08:03:41,black,11
MerWenMDkX,2025-08-04 08:04:11,red,3
N8r2opBM1b,2025-08-04 08:04:41,black,8
Y8kG73M0kZ,2025-08-04 08:05:11,black,11
DV1aeMA21e,2025-08-04 08:05:41,black,12
JblRmPM0kO,2025-08-04 08:06:11,red,1
AKl5ROomr9,2025-08-04 08:06:41,red,7
O2l46dw41n,2025-08-04 08:07:11,red,2
8LknaXPx13,2025-08-04 08:07:41,red,2
eRlv8yzg1j,2025-08-04 08:08:11,red,3
04lQmXM0ln,2025-08-04 08:08:41,black,11
zokgZJOx1y,2025-08-04 08:09:11,red,1
4J1mX4E5rj,2025-08-04 08:09:41,red,7
Jw1DPGM41E,2025-08-04 08:10:11,black,14
o5rVGP3Y1K,2025-08-04 08:10:41,red,5
2O1BX6MdlK,2025-08-04 08:11:12,black,14
4ekjRzLYk9,2025-08-04 08:11:42,white,0
YArwwbaprz,2025-08-04 08:12:12,black,12
pJ1ovReMrd,2025-08-04 08:12:42,black,8
KV16xK6blB,2025-08-04 08:13:12,red,6
96rX6PMjkO,2025-08-04 08:13:42,red,7
mDlZwNMArj,2025-08-04 08:14:12,black,11
9YrJNGMOrK,2025-08-04 08:14:42,red,3
jxrM7RM9kQ,2025-08-04 08:15:12,red,3
LKl3WYjKlN,2025-08-04 08:15:42,red,3
Wplzmd4Rkn,2025-08-04 08:16:12,red,4
yAlAVeMJrG,2025-08-04 08:16:42,black,14
3Ery2Y591j,2025-08-04 08:17:12,red,2
KRkb4Jy3rL,2025-08-04 08:17:42,red,6
GR1pDvxo15,2025-08-04 08:18:12,red,5
3elYeDMMlL,2025-08-04 08:18:42,black,9
OWld4Jpbl3,2025-08-04 08:19:12,red,2
AXlOXPMjrO,2025-08-04 08:19:42,red,3
M9rKazMGk6,2025-08-04 08:20:13,black,11
WG17a7ZQlZ,2025-08-04 08:20:43,red,1
BylLPGWzlG,2025-08-04 08:21:13,red,2
gM19qeAD1A,2025-08-04 08:21:43,red,2
xmlNmxGdkv,2025-08-04 08:22:13,white,0
7dlEPmEzkv,2025-08-04 08:22:43,red,4
QqlPmXR6rz,2025-08-04 08:23:13,black,12
EV1eaJpA1o,2025-08-04 08:23:43,red,6
Nz1xzpazlp,2025-08-04 08:24:13,red,7
V5k0XyVxkY,2025-08-04 08:24:43,red,2
vRl8RLJ51K,2025-08-04 08:25:13,black,9
3V1qwDxDlB,2025-08-04 08:25:43,black,11
MerWenmDkX,2025-08-04 08:26:13,black,11
N8r2opjM1b,2025-08-04 08:26:43,black,13
Y8kG73e0kZ,2025-08-04 08:27:13,black,8
DV1aeMJ21e,2025-08-04 08:27:43,red,1
JblRmP40kO,2025-08-04 08:28:13,red,1
AKl5RO6mr9,2025-08-04 08:28:43,red,6
O2l46do41n,2025-08-04 08:29:14,black,11
8LknaXEx13,2025-08-04 08:29:44,red,3
eRlv8y2g1j,2025-08-04 08:30:14,red,4
04lQmX50ln,2025-08-04 08:30:44,red,2
zokgZJdx1y,2025-08-04 08:31:14,black,14
4J1mX4N5rj,2025-08-04 08:31:44,white,0
Jw1DPGN41E,2025-08-04 08:32:14,red,2
o5rVGPgY1K,2025-08-04 08:32:44,black,14
2O1BX6LdlK,2025-08-04 08:33:14,red,1
4ekjRz7Yk9,2025-08-04 08:33:44,black,13
YArwwbGprz,2025-08-04 08:34:14,red,2
pJ1ovRPMrd,2025-08-04 08:34:44,black,8
KV16xKXblB,2025-08-04 08:35:14,black,12
96rX6PDjkO,2025-08-04 08:35:44,red,7
mDlZwNBArj,2025-08-04 08:36:14,black,12
9YrJNG8OrK,2025-08-04 08:36:44,red,4
jxrM7R29kQ,2025-08-04 08:37:14,red,3
LKl3WYwKlN,2025-08-04 08:37:44,black,8
Wplzmd5Rkn,2025-08-04 08:38:15,black,9
yAlAVe7JrG,2025-08-04 08:38:45,black,12
3Ery2YR91j,2025-08-04 08:39:15,black,10
KRkb4JA3rL,2025-08-04 08:39:45,red,4
GR1pDveo15,2025-08-04 08:40:15,black,11
3elYeDVMlL,2025-08-04 08:40:45,red,7
OWld4Jbbl3,2025-08-04 08:41:15,black,13
AXlOXPajrO,2025-08-04 08:41:45,red,3
M9rKazqGk6,2025-08-04 08:42:15,black,12
WG17a79QlZ,2025-08-04 08:42:45,white,0
BylLPGDzlG,2025-08-04 08:43:15,white,0
gM19qeED1A,2025-08-04 08:43:45,red,4
xmlNmxBdkv,2025-08-04 08:44:15,red,1
yAlAVe2drG,2025-08-04 08:44:45,red,4
3Ery2Yj41j,2025-08-04 08:45:15,red,4
KRkb4JNnrL,2025-08-04 08:45:45,white,0
GR1pDv4D15,2025-08-04 08:46:15,red,7
3elYeDb9lL,2025-08-04 08:46:45,red,6
OWld4JPol3,2025-08-04 08:47:16,red,3
AXlOXPjPrO,2025-08-04 08:47:46,red,7
M9rKazmxk6,2025-08-04 08:48:16,red,7
WG17a79olZ,2025-08-04 08:48:46,red,7
BylLPGD0lG,2025-08-04 08:49:16,black,8
gM19qeEo1A,2025-08-04 08:49:46,red,7
xmlNmxB5kv,2025-08-04 08:50:16,black,12
7dlEPm5wkv,2025-08-04 08:50:46,black,11
QqlPmXwgrz,2025-08-04 08:51:16,red,5
EV1eaJeO1o,2025-08-04 08:51:46,black,13
Nz1xzpBglp,2025-08-04 08:52:16,black,10
V5k0Xyp3kY,2025-08-04 08:52:46,black,9
vRl8RLN91K,2025-08-04 08:53:16,black,14
3V1qwDnvlB,2025-08-04 08:53:46,white,0
MerWenApkX,2025-08-04 08:54:16,black,11
N8r2opdJ1b,2025-08-04 08:54:47,black,12
Y8kG73n9kZ,2025-08-04 08:55:17,black,14
DV1aeM9Z1e,2025-08-04 08:55:47,white,0
JblRmP62kO,2025-08-04 08:56:17,red,4
AKl5RO7Nr9,2025-08-04 08:56:47,black,11
O2l46dKA1n,2025-08-04 08:57:17,red,4
8LknaXRb13,2025-08-04 08:57:47,red,1
eRlv8yDQ1j,2025-08-04 08:58:17,black,12
04lQmXoPln,2025-08-04 08:58:47,black,14
zokgZJ0p1y,2025-08-04 08:59:17,red,4
4J1mX4aDrj,2025-08-04 08:59:47,black,13
Jw1DPGRY1E,2025-08-04 09:00:17,red,2
o5rVGPMJ1K,2025-08-04 09:00:47,white,0
2O1BX6GZlK,2025-08-04 09:01:18,red,4
4ekjRzW3k9,2025-08-04 09:01:48,white,0
YArwwbVYrz,2025-08-04 09:02:18,red,1
pJ1ovR5erd,2025-08-04 09:02:48,black,11
KV16xKLXlB,2025-08-04 09:03:18,black,10
96rX6PyykO,2025-08-04 09:03:48,black,9
mDlZwNp7rj,2025-08-04 09:04:18,black,10
9YrJNGWdrK,2025-08-04 09:04:48,red,4
jxrM7R4akQ,2025-08-04 09:05:18,red,7
LKl3WY0DlN,2025-08-04 09:05:48,red,2
WplzmdgYkn,2025-08-04 09:06:18,black,13
yAlAVeydrG,2025-08-04 09:06:48,black,14
3Ery2Yv41j,2025-08-04 09:07:18,red,4
KRkb4J5nrL,2025-08-04 09:07:48,red,2
GR1pDvLD15,2025-08-04 09:08:18,red,3
3elYeDO9lL,2025-08-04 09:08:48,red,4
OWld4JQol3,2025-08-04 09:09:18,black,10
AXlOXPgPrO,2025-08-04 09:09:48,red,3
M9rKazGxk6,2025-08-04 09:10:19,red,6
WG17a75olZ,2025-08-04 09:10:49,black,11
BylLPGR0lG,2025-08-04 09:11:19,black,8
gM19qeQo1A,2025-08-04 09:11:49,red,2
xmlNmxv5kv,2025-08-04 09:12:19,red,7
7dlEPmLwkv,2025-08-04 09:12:49,black,14
QqlPmXDgrz,2025-08-04 09:13:19,black,11
EV1eaJmO1o,2025-08-04 09:13:49,black,10
Nz1xzp4glp,2025-08-04 09:14:19,black,10
V5k0Xy93kY,2025-08-04 09:14:49,black,9
vRl8RLn91K,2025-08-04 09:15:19,red,6
3V1qwDNvlB,2025-08-04 09:15:49,black,13
MerWenbpkX,2025-08-04 09:16:19,black,13
N8r2opeJ1b,2025-08-04 09:16:49,red,1
Y8kG73P9kZ,2025-08-04 09:17:19,red,7
DV1aeMaZ1e,2025-08-04 09:17:49,white,0
JblRmPw2kO,2025-08-04 09:18:19,black,10
AKl5RO2Nr9,2025-08-04 09:18:49,black,13
O2l46dqA1n,2025-08-04 09:19:20,black,11
8LknaXdb13,2025-08-04 09:19:50,red,2
eRlv8yGQ1j,2025-08-04 09:20:20,black,14
04lQmXBPln,2025-08-04 09:20:50,red,5
zokgZJjp1y,2025-08-04 09:21:20,black,14
4J1mX4pDrj,2025-08-04 09:21:50,red,5
Jw1DPGKY1E,2025-08-04 09:22:20,red,7
o5rVGPAJ1K,2025-08-04 09:22:50,red,1
2O1BX6pZlK,2025-08-04 09:23:20,black,9
4ekjRzJ3k9,2025-08-04 09:23:50,red,6
YArwwbRYrz,2025-08-04 09:24:20,black,12
pJ1ovRKerd,2025-08-04 09:24:50,black,11
KV16xKaXlB,2025-08-04 09:25:20,black,10
96rX6PYykO,2025-08-04 09:25:50,black,9
mDlZwN77rj,2025-08-04 09:26:20,red,2
9YrJNqddrK,2025-08-04 09:26:50,black,10
jxrM7nNakQ,2025-08-04 09:27:20,white,0
LKl3W6gDlN,2025-08-04 09:27:50,black,11
WplzmbZYkn,2025-08-04 09:28:21,red,1
yAlAVn5drG,2025-08-04 09:28:51,black,14
3Ery2yK41j,2025-08-04 09:29:21,black,13
KRkb4Q6nrL,2025-08-04 09:29:51,red,1
GR1pDGND15,2025-08-04 09:30:21,black,10
3elYeQo9lL,2025-08-04 09:30:51,black,14
OWld4zOol3,2025-08-04 09:31:21,black,11
AXlOXnoPrO,2025-08-04 09:31:51,red,7
M9rKax5xk6,2025-08-04 09:32:21,white,0
WG17ayQolZ,2025-08-04 09:32:51,black,13
BylLPnp0lG,2025-08-04 09:33:21,red,5
gM19qpjo1A,2025-08-04 09:33:51,black,9
xmlNmXo5kv,2025-08-04 09:34:21,black,12
yAlAVn5wrG,2025-08-04 09:34:51,red,1
3Ery2yKD1j,2025-08-04 09:35:21,black,13
KRkb4Q6prL,2025-08-04 09:35:51,black,10
GR1pDGNg15,2025-08-04 09:36:21,white,0
3elYeQoYlL,2025-08-04 09:36:51,red,5
OWld4zOEl3,2025-08-04 09:37:22,red,2
AXlOXnozrO,2025-08-04 09:37:52,black,10
M9rKax5Zk6,2025-08-04 09:38:22,black,13
WG17ayQBlZ,2025-08-04 09:38:52,red,5
BylLPnpxlG,2025-08-04 09:39:22,red,7
gM19qpjK1A,2025-08-04 09:39:52,red,5
xmlNmXo0kv,2025-08-04 09:40:22,black,13
7dlEPxRvkv,2025-08-04 09:40:52,red,2
QqlPmnNQrz,2025-08-04 09:41:22,red,6
EV1eaQVj1o,2025-08-04 09:41:52,red,7
Nz1xzADmlp,2025-08-04 09:42:22,red,3
V5k0Xw8EkY,2025-08-04 09:42:52,black,12
vRl8RbDa1K,2025-08-04 09:43:22,white,0
3V1qwGmylB,2025-08-04 09:43:52,red,4
MerWeDoRkX,2025-08-04 09:44:22,black,14
N8r2o8qg1b,2025-08-04 09:44:52,black,11
Y8kG7xXZkZ,2025-08-04 09:45:22,black,14
DV1ae8V31e,2025-08-04 09:45:52,red,4
JblRmn3OkO,2025-08-04 09:46:23,black,13
AKl5Revor9,2025-08-04 09:46:53,black,11
O2l46JXo1n,2025-08-04 09:47:23,black,9
8LknavmR13,2025-08-04 09:47:53,black,11
eRlv8JZG1j,2025-08-04 09:48:23,red,3
04lQmn7wln,2025-08-04 09:48:53,red,7
zokgZQVV1y,2025-08-04 09:49:23,white,0
4J1mXGvgrj,2025-08-04 09:49:53,red,1
Jw1DP8aE1E,2025-08-04 09:50:23,red,4
o5rVGnX41K,2025-08-04 09:50:53,red,1
2O1BXxRjlK,2025-08-04 09:51:23,red,7
4ekjRZ6dk9,2025-08-04 09:51:53,red,7
YArwwQdwrz,2025-08-04 09:52:23,black,11
pJ1ovDVnrd,2025-08-04 09:52:53,black,11
KV16xAGRlB,2025-08-04 09:53:23,black,10
96rX68BPkO,2025-08-04 09:53:53,black,12
mDlZw848rj,2025-08-04 09:54:23,black,10
9YrJNq3VrK,2025-08-04 09:54:54,red,4
jxrM7naDkQ,2025-08-04 09:55:24,black,11
LKl3W6X7lN,2025-08-04 09:55:54,black,9
WplzmbXWkn,2025-08-04 09:56:24,black,10
yAlAVnmwrG,2025-08-04 09:56:54,red,7
3Ery2yVD1j,2025-08-04 09:57:24,black,13
KRkb4QWprL,2025-08-04 09:57:54,red,6
GR1pDG2g15,2025-08-04 09:58:24,black,10
3elYeQnYlL,2025-08-04 09:58:54,white,0
OWld4zVEl3,2025-08-04 09:59:24,black,12
AXlOXn5zrO,2025-08-04 09:59:54,white,0
M9rKaxbZk6,2025-08-04 10:00:24,red,4
WG17ayzBlZ,2025-08-04 10:00:54,white,0
BylLPnzxlG,2025-08-04 10:01:24,red,4
gM19qpXK1A,2025-08-04 10:01:54,red,7
xmlNmX60kv,2025-08-04 10:02:24,black,13
7dlEPxavkv,2025-08-04 10:02:54,red,4
QqlPmneQrz,2025-08-04 10:03:24,black,9
EV1eaQKj1o,2025-08-04 10:03:55,red,1
Nz1xzAQmlp,2025-08-04 10:04:25,black,12
V5k0XwLEkY,2025-08-04 10:04:55,black,8
vRl8RbXa1K,2025-08-04 10:05:25,white,0
3V1qwGoylB,2025-08-04 10:05:55,black,9
MerWeDERkX,2025-08-04 10:06:25,red,4
N8r2o82g1b,2025-08-04 10:06:55,black,11
Y8kG7xbZkZ,2025-08-04 10:07:25,black,11
DV1ae8n31e,2025-08-04 10:07:55,red,6
JblRmnLOkO,2025-08-04 10:08:25,black,14
AKl5Reaor9,2025-08-04 10:08:55,red,5
O2l46JGo1n,2025-08-04 10:09:25,black,8
8LknavDR13,2025-08-04 10:09:55,red,7
eRlv8JYG1j,2025-08-04 10:10:25,red,4
04lQmngwln,2025-08-04 10:10:55,red,3
zokgZQ5V1y,2025-08-04 10:11:25,black,14
4J1mXGggrj,2025-08-04 10:11:55,red,5
Jw1DP87E1E,2025-08-04 10:12:25,black,11
o5rVGnm41K,2025-08-04 10:12:56,red,4
2O1BXxQjlK,2025-08-04 10:13:26,red,5
4ekjRZgdk9,2025-08-04 10:13:56,red,5
YArwwQzwrz,2025-08-04 10:14:26,black,10
pJ1ovDQnrd,2025-08-04 10:14:56,white,0
KV16xAwRlB,2025-08-04 10:15:26,red,3
96rX68wPkO,2025-08-04 10:15:56,red,7
mDlZw8K8rj,2025-08-04 10:16:26,red,7
9YrJNqyVrK,2025-08-04 10:16:56,black,12
jxrM7nYDkQ,2025-08-04 10:17:26,red,2
LKl3W6D7lN,2025-08-04 10:17:56,red,7
WplzmbnWkn,2025-08-04 10:18:26,red,7
yAlAVn6wrG,2025-08-04 10:18:56,black,8
3Ery2y8D1j,2025-08-04 10:19:26,black,9
KRkb4QvprL,2025-08-04 10:19:56,red,6
GR1pDGVg15,2025-08-04 10:20:26,black,9
3elYeQ5YlL,2025-08-04 10:20:56,black,10
OWld4zgEl3,2025-08-04 10:21:26,black,8
AXlOXn0zrO,2025-08-04 10:21:57,black,12
M9rKaxLZk6,2025-08-04 10:22:27,black,10
WG17ayDBlZ,2025-08-04 10:22:57,red,4
BylLPn9xlG,2025-08-04 10:23:27,black,14
gM19qpDK1A,2025-08-04 10:23:57,red,5
04lQmn6xln,2025-08-04 11:01:01,red,2
zokgZQ6A1y,2025-08-04 11:01:31,black,10
4J1mXGV6rj,2025-08-04 11:02:01,black,11
Jw1DP8Qm1E,2025-08-04 11:02:31,black,8
o5rVGn4O1K,2025-08-04 11:03:01,red,6
2O1BXxEWlK,2025-08-04 11:03:31,black,10
4ekjRZeNk9,2025-08-04 11:04:01,red,5
YArwwQyDrz,2025-08-04 11:04:31,red,6
pJ1ovDoOrd,2025-08-04 11:05:01,red,1
KV16xAz7lB,2025-08-04 11:05:32,black,13
96rX684RkO,2025-08-04 11:06:02,red,3
mDlZw8WOrj,2025-08-04 11:06:32,red,7
9YrJNqZ0rK,2025-08-04 11:07:02,red,7
jxrM7n60kQ,2025-08-04 11:07:32,red,5
LKl3W6EylN,2025-08-04 11:08:02,red,1
WplzmbVOkn,2025-08-04 11:08:32,red,7
yAlAVndRrG,2025-08-04 11:09:02,red,2
3Ery2ypN1j,2025-08-04 11:09:32,black,9
KRkb4QgwrL,2025-08-04 11:10:02,black,13
GR1pDGJa15,2025-08-04 11:10:32,red,4
3elYeQwGlL,2025-08-04 11:11:02,black,13
OWld4zvAl3,2025-08-04 11:11:32,red,5
AXlOXnWyrO,2025-08-04 11:12:02,black,11
M9rKax6Nk6,2025-08-04 11:12:32,red,5
WG17ay6jlZ,2025-08-04 11:13:02,black,11
BylLPn6blG,2025-08-04 11:13:32,red,5
gM19qp471A,2025-08-04 11:14:02,red,7
xmlNmXRbkv,2025-08-04 11:14:33,black,14
yAlAVndMrG,2025-08-04 11:15:03,red,6
3Ery2ypR1j,2025-08-04 11:15:33,black,12
OWld4z8Vl3,2025-08-04 11:17:33,black,9
AXlOXnO0rO,2025-08-04 11:18:03,red,4
M9rKaxWOk6,2025-08-04 11:18:33,black,10
WG17ayg6lZ,2025-08-04 11:19:03,red,5
BylLPnoolG,2025-08-04 11:19:33,black,8
gM19qpwv1A,2025-08-04 11:20:03,black,12
xmlNmXDmkv,2025-08-04 11:20:33,black,14
Jw1DP8jO1E,2025-08-04 11:30:34,white,0
o5rVGnD01K,2025-08-04 11:31:04,red,4
2O1BXxjelK,2025-08-04 11:31:34,black,10
4ekjRZDjk9,2025-08-04 11:32:04,red,2
YArwwQmgrz,2025-08-04 11:32:35,black,9
pJ1ovD2jrd,2025-08-04 11:33:05,red,4
KV16xAg2lB,2025-08-04 11:33:35,red,7
96rX68v9kO,2025-08-04 11:34:05,red,6
mDlZw85nrj,2025-08-04 11:34:35,red,2
9YrJNqzJrK,2025-08-04 11:35:05,black,12
jxrM7n8pkQ,2025-08-04 11:35:35,white,0
LKl3W62blN,2025-08-04 11:36:05,red,4
WplzmbAKkn,2025-08-04 11:36:35,black,11
yAlAVnaMrG,2025-08-04 11:37:05,black,9
3Ery2y4R1j,2025-08-04 11:37:35,black,12
KRkb4QGNrL,2025-08-04 11:38:05,black,9
GR1pDG0L15,2025-08-04 11:38:35,red,7
3elYeQvolL,2025-08-04 11:39:05,red,4
OWld4zGVl3,2025-08-04 11:39:35,black,11
AXlOXn90rO,2025-08-04 11:40:05,black,13
M9rKaxEOk6,2025-08-04 11:40:35,red,2
WG17ayR6lZ,2025-08-04 11:41:05,black,9
BylLPnKolG,2025-08-04 11:41:36,black,14
gM19qpvv1A,2025-08-04 11:42:06,red,4
xmlNmXEmkv,2025-08-04 11:42:36,black,13
7dlEPx3Okv,2025-08-04 11:43:06,red,1
QqlPmn8drz,2025-08-04 11:43:36,red,7
EV1eaQAJ1o,2025-08-04 11:44:06,red,4
Nz1xzA8Alp,2025-08-04 11:44:36,red,3
V5k0XwajkY,2025-08-04 11:45:06,black,10
vRl8Rb8d1K,2025-08-04 11:45:36,black,14
3V1qwGaqlB,2025-08-04 11:46:06,red,2
MerWeDY0kX,2025-08-04 11:46:36,red,1
N8r2o8Qm1b,2025-08-04 11:47:06,red,7
Y8kG7x5QkZ,2025-08-04 11:47:36,red,4
DV1ae8Qb1e,2025-08-04 11:48:06,black,9
JblRmnW9kO,2025-08-04 11:48:36,black,9
AKl5ReD3r9,2025-08-04 11:49:06,black,10
O2l46JaO1n,2025-08-04 11:49:36,white,0
8LknavZ413,2025-08-04 11:50:07,red,3
eRlv8JxN1j,2025-08-04 11:50:37,black,14
04lQmnGRln,2025-08-04 11:51:07,red,1
zokgZQb81y,2025-08-04 11:51:37,red,5
4J1mXGxKrj,2025-08-04 11:52:07,red,6
Jw1DP8eO1E,2025-08-04 11:52:37,black,13
o5rVGnp01K,2025-08-04 11:53:07,red,2
2O1BXxNelK,2025-08-04 11:53:37,black,9
4ekjRZdjk9,2025-08-04 11:54:07,red,4
YArwwQogrz,2025-08-04 11:54:37,black,12
pJ1ovD9jrd,2025-08-04 11:55:07,black,8
KV16xAJ2lB,2025-08-04 11:55:37,black,14
96rX68d9kO,2025-08-04 11:56:07,red,7
mDlZw8vnrj,2025-08-04 11:56:37,black,9
9YrJNqRJrK,2025-08-04 11:57:07,red,4
jxrM7nGpkQ,2025-08-04 11:57:37,red,6
LKl3W6MblN,2025-08-04 11:58:07,red,5
Wplzmb7Kkn,2025-08-04 11:58:37,black,9
yAlAVnNMrG,2025-08-04 11:59:08,red,4
3Ery2yoR1j,2025-08-04 11:59:38,black,10
KRkb4QnNrL,2025-08-04 12:00:08,black,13
GR1pDGnL15,2025-08-04 12:00:38,red,6
3elYeQeolL,2025-08-04 12:01:08,black,10
OWld4z4Vl3,2025-08-04 12:01:38,red,6
AXlOXnX0rO,2025-08-04 12:02:08,black,8
M9rKaxaOk6,2025-08-04 12:02:38,red,3
WG17aya6lZ,2025-08-04 12:03:08,black,12
BylLPnPolG,2025-08-04 12:03:38,black,8
gM19qpqv1A,2025-08-04 12:04:08,black,9
xmlNmXmmkv,2025-08-04 12:04:38,black,11
yAlAVnVbrG,2025-08-04 12:05:08,red,7
3Ery2y2w1j,2025-08-04 12:05:38,red,6
KRkb4Q4JrL,2025-08-04 12:06:08,black,8
GR1pDGDG15,2025-08-04 12:06:38,black,13
3elYeQe6lL,2025-08-04 12:07:08,red,2
OWld4z4Dl3,2025-08-04 12:07:39,red,4
AXlOXnX7rO,2025-08-04 12:08:09,red,5
M9rKaxa2k6,2025-08-04 12:08:39,black,14
WG17ayamlZ,2025-08-04 12:09:09,black,12
BylLPnPmlG,2025-08-04 12:09:39,black,13
gM19qpq01A,2025-08-04 12:10:09,white,0
xmlNmXmOkv,2025-08-04 12:10:39,black,12
7dlEPxPYkv,2025-08-04 12:11:09,red,4
QqlPmnmBrz,2025-08-04 12:11:39,black,11
EV1eaQaz1o,2025-08-04 12:12:09,black,8
Nz1xzAzPlp,2025-08-04 12:12:39,black,10
V5k0XwXBkY,2025-08-04 12:13:09,black,10
vRl8RbRV1K,2025-08-04 12:13:39,black,10
3V1qwGwzlB,2025-08-04 12:14:09,black,8
MerWeDe4kX,2025-08-04 12:14:39,black,11
N8r2o8o71b,2025-08-04 12:15:09,red,2
Y8kG7x7WkZ,2025-08-04 12:15:39,black,14
DV1ae8ej1e,2025-08-04 12:16:09,black,14
JblRmnmRkO,2025-08-04 12:16:40,red,7
AKl5ReR8r9,2025-08-04 12:17:10,black,9
O2l46J6z1n,2025-08-04 12:17:40,black,12
8LknavaV13,2025-08-04 12:18:10,black,10
eRlv8J8W1j,2025-08-04 12:18:40,red,2
04lQmnmJln,2025-08-04 12:19:10,red,1
zokgZQZg1y,2025-08-04 12:19:40,red,7
4J1mXGX3rj,2025-08-04 12:20:10,black,13
